Word	Annotation	Sense	Part of Speech	Level
Technik	die Technik, -en		die	B1
technisch	technisch		adj	B1
Technologie	die Technologie, -n		die	B1
technologisch	technologisch		adj	B2+
Tee	der Tee, -s		der	A1
Teil	das Teil, -e		der, das	A1
Teilchen	das Teilchen, -		das	B1
teilen, teilt, teilte, hat geteilt	teilen, teilt, teilte, hat geteilt		verb	A2
Teilnahme	die Teilnahme, -n		die	B1
teilnehmen, nimmt teil, nahm teil, hat teilgenommen	teilnehmen, nimmt teil, nahm teil, hat teilgenommen		verb	A2
Teilnehmer	der Teilnehmer, -		der	B1
teils	teils		adv	B2+
Teilung	die Teilung, -en		die	B2+
teilweise	teilweise		adv	B1
Telefon	das Telefon, -e		das	A1
telefonieren, telefoniert, telefonierte, hat telefoniert	telefonieren, telefoniert, telefonierte, hat telefoniert		verb	A1
Telefonnummer	die Telefonnummer, -n		die	B2+
Teller	der Teller, -		der	A2
Tempel	der Tempel, -		der	B2+
Temperatur	die Temperatur, -en		die	B1
Tempo	das Tempo, -i		das	B1
Tendenz	die Tendenz, -en		die	B2+
Tennis	das Tennis		das	A2
Teppich	der Teppich, -e		der	B1
Termin	der Termin, -e		der	A1
Terrasse	die Terrasse, -n		die	B1
Terror	der Terror		der	B2+
Terroranschlag	der Terroranschlag, -̈e		der	B2+
Terrorismus	der Terrorismus		der	B2+
Terrorist	der Terrorist, -en		der	B2+
Test	der Test, -s		der	A1
Testament	das Testament, -e		das	B2+
testen, testet, testete, hat getestet	testen, testet, testete, hat getestet		verb	B1
teuer	teuer		adj	A1
Teufel	der Teufel, -		der	B2+
Text	der Text, -e		der	A1
Theater	das Theater, -		das	A2
Thema	das Thema, -en		das	A1
thematisieren, thematisiert, thematisierte, hat thematisiert	thematisieren, thematisiert, thematisierte, hat thematisiert		verb	B2+
theoretisch	theoretisch		adj	B1
Theorie	die Theorie, -n		die	B1
Therapie	die Therapie, -n		die	B1
thermisch	thermisch		adj	B2+
Thermodynamik	die Thermodynamik		die	B2+
These	die These, -n		die	B2+
Thüringen	Thüringen		das	B2+
Thüringer	Thüringer		adj	B2+
Tibet	Tibet		das	B2+
Ticket	das Ticket, -s		das	A1
tief	tief		adj	A2
Tiefe	die Tiefe, -n		die	B1
Tier	das Tier, -e		das	A2
Tipp	der Tipp, -s		der	A2
tippen, tippt, tippte, hat getippt	tippen, tippt, tippte, hat getippt		verb	B1
Tirol	Tirol		das	B2+
Tiroler	Tiroler		der	B2+
Tisch	der Tisch, -e		der	A1
Titel	der Titel, -		der	A2
tja	tja		interj	B2+
Tochter	die Tochter, -̈		die	A1
Tod	der Tod, -e		der	B1
tödlich	tödlich		adj	B1
Toilette	die Toilette, -n		die	A1
Toleranz	die Toleranz, -en		die	B2+
toll	toll		adj	A2
Ton	der Ton, -e		der	B1
Tonne	die Tonne, -n		die	B1
Topf	der Topf, -̈e		der	A2
Tor	das Tor, -e		das	B1
tot	tot		adj	A1
total	total		adj	A2
töten, tötet, tötete, hat getötet	töten, tötet, tötete, hat getötet		verb	B1
Tour	die Tour, -en		die	A2
Tourismus	der Tourismus		der	B1
Tourist	der Tourist, -en		der	A2
touristisch	touristisch		adj	B2+
Tradition	die Tradition, -en		die	B1
traditionell	traditionell		adj	B1
tragen, trägt, trug, hat getragen	tragen, trägt, trug, hat getragen		verb	A2
Träger	der Träger, -		der	B2+
tragisch	tragisch		adj	B2+
Tragödie	die Tragödie, -n		die	B2+
Trainer	der Trainer, -		der	B1
trainieren, trainiert, trainierte, hat trainiert	trainieren, trainiert, trainierte, hat trainiert		verb	A2
Training	das Training, -s		das	A2
Träne	die Träne, -n		die	B1
Transfer	der Transfer, -s		der	B2+
Transformation	die Transformation, -en		die	B2+
Transparenz	die Transparenz, -en		die	B2+
Transport	der Transport, -e		der	B1
transportieren, transportiert, transportierte, hat transportiert	transportieren, transportiert, transportierte, hat transportiert		verb	B1
trauen, traut, traute, hat getraut	trauen, traut, traute, hat getraut		verb	B1
Trauer	die Trauer		die	B2+
Traum	der Traum, -̈e		der	A2
träumen, träumt, träumte, hat geträumt	träumen, träumt, träumte, hat geträumt		verb	A2
traurig	traurig		adj	A2
treffen, trifft, traf, hat getroffen	treffen, trifft, traf, hat getroffen		verb	A2
Treffer	der Treffer, -		der	B2+
treiben, treibt, trieb, hat getrieben	treiben, treibt, trieb, hat getrieben		verb	B1
Trend	der Trend, -s		der	B1
trennen, trennt, trennte, hat getrennt	trennen, trennt, trennte, hat getrennt		verb	A2
Trennung	die Trennung, -en		die	B1
Treppe	die Treppe, -n		die	A1
Tresen	der Tresen, -		der	B2+
treten, tritt, trat, hat getreten	treten, tritt, trat, hat getreten		verb	B1
treu	treu		adj	B1
Trick	der Trick, -s		der	B2+
Trinken	das Trinken		das	A1
trinken, trinkt, trank, hat getrunken	trinken, trinkt, trank, hat getrunken		verb	A1
Triumph	der Triumph, -e		der	B2+
trocken	trocken		adj	A2
trocknen, trocknet, trocknete, hat getrocknet	trocknen, trocknet, trocknete, hat getrocknet		verb	B1
Tropfen	der Tropfen, -		der	B1
Trost	der Trost		der	B2+
trösten, tröstet, tröstete, hat getröstet	trösten, tröstet, tröstete, hat getröstet		verb	B2+
trotz	trotz		prep	B1
trotzdem	trotzdem		adv	B1
Truppe	die Truppe, -n		die	B2+
tschüss	tschüss		interj	A1
T-Shirt	das T-Shirt, -s		das	A2
Tuch	das Tuch, -̈er		das	B1
tun, tut, tat, hat getan	tun, tut, tat, hat getan		verb	A1
Tunnel	der Tunnel, -		der	B2+
Tür	die Tür, -en		die	A2
Türke	der Türke, -n		der	B2+
Türkei	die Türkei		die	A2
türkisch	türkisch		adj, das	B1
Turm	der Turm, -̈e		der	B1
Turnier	das Turnier, -e		das	B2+
TV	das TV, -s		das	B2+
Typ	der Typ, -en		der	B1
typisch	typisch		adj	A2
übel	übel		adj	B2+
üben, übt, übte, hat geübt	üben, übt, übte, hat geübt		verb	A2
über	über		prep	A1
überall	überall		adv	A2
Überblick	der Überblick, -e		der	B2+
übereinstimmen, stimmt überein, stimmte überein, hat übereingestimmt	übereinstimmen, stimmt überein, stimmte überein, hat übereingestimmt		verb	B2+
Übereinstimmung	die Übereinstimmung, -en		die	B2+
überflüssig	überflüssig		adj	B2+
überfordern, überfordert, überforderte, hat überfordert	überfordern, überfordert, überforderte, hat überfordert		verb	B2+
überführen, überführt, überführte, hat überführt	überführen, überführt, überführte, hat überführt		verb	B2+
Übergang	der Übergang, -̈e		der	B1
übergeben, übergibt, übergab, hat übergeben	übergeben, übergibt, übergab, hat übergeben		verb	B2+
übergehen, geht über, ging über, ist übergegangen	übergehen, geht über, ging über, ist übergegangen		verb	B2+
überhaupt	überhaupt		adv	B1
überholen, überholt, überholte, hat überholt	überholen, überholt, überholte, hat überholt		verb	B1
überlassen, überlässt, überließ, hat überlassen	überlassen, überlässt, überließ, hat überlassen		verb	B1
überleben, überlebt, überlebte, hat überlebt	überleben, überlebt, überlebte, hat überlebt		verb	B1
überlegen	überlegen		verb	B1
überlegen	überlegen		adj	B1
Überlegung	die Überlegung, -en		die	B1
übernachten, übernachtet, übernachtete, hat übernachtet	übernachten, übernachtet, übernachtete, hat übernachtet		verb	A1
Übernahme	die Übernahme, -n		die	B2+
übernehmen, übernimmt, übernahm, hat übernommen	übernehmen, übernimmt, übernahm, hat übernommen		verb	B1
überprüfen, überprüft, überprüfte, hat überprüft	überprüfen, überprüft, überprüfte, hat überprüft		verb	B1
Überprüfung	die Überprüfung, -en		die	B2+
überqueren, überquert, überquerte, hat überquert	überqueren, überquert, überquerte, hat überquert		verb	B1
überraschen, überrascht, überraschte, hat überrascht	überraschen, überrascht, überraschte, hat überrascht		verb	B1
Überraschung	die Überraschung, -en		die	B1
überschreiten, überschreitet, überschritt, hat überschritten	überschreiten, überschreitet, überschritt, hat überschritten		verb	B2+
übersehen, übersieht, übersah, hat übersehen	übersehen, übersieht, übersah, hat übersehen		verb	B2+
übersetzen, übersetzt, übersetzte, hat übersetzt	übersetzen, übersetzt, übersetzte, hat übersetzt		verb	A2
Übersetzer	der Übersetzer, -		der	B1
Übersetzung	die Übersetzung, -en		die	A2
Übersicht	die Übersicht, -en		die	B2+
überstehen, übersteht, überstand, hat überstanden	überstehen, übersteht, überstand, hat überstanden		verb	B2+
übertragen	übertragen		verb	B1
Übertragung	die Übertragung, -en		die	B2+
übertreiben, übertreibt, übertrieb, hat übertrieben	übertreiben, übertreibt, übertrieb, hat übertrieben		verb	B1
überwachen, überwacht, überwachte, hat überwacht	überwachen, überwacht, überwachte, hat überwacht		verb	B2+
Überwachung	die Überwachung, -en		die	B2+
überwältigen, überwältigt, überwältigte, hat überwältigt	überwältigen, überwältigt, überwältigte, hat überwältigt		verb	B2+
überwiegen, überwiegt, überwog, hat überwogen	überwiegen, überwiegt, überwog, hat überwogen		verb	B1
überwinden, überwindet, überwand, hat überwunden	überwinden, überwindet, überwand, hat überwunden		verb	B2+
überzeugen, überzeugt, überzeugte, hat überzeugt	überzeugen, überzeugt, überzeugte, hat überzeugt		verb	A2
Überzeugung	die Überzeugung, -en		die	B1
überziehen, zieht über, zog über, hat übergezogen	überziehen, zieht über, zog über, hat übergezogen		verb	B2+
üblich	üblich		adj	B1
üblicherweise	üblicherweise		adv	B2+
übrig	übrig		adj	B1
übrigens	übrigens		adv	B1
Übung	die Übung, -en		die	B1
Ufer	das Ufer, -		das	B1
Uhr	die Uhr, -en		die	A1
Ukraine	die Ukraine		die	B1
ukrainisch	ukrainisch		adj	B2+
um	um		prep, conj	A1
umarmen, umarmt, umarmte, hat umarmt	umarmen, umarmt, umarmte, hat umarmt		verb	B1
umbringen, bringt um, brachte um, hat umgebracht	umbringen, bringt um, brachte um, hat umgebracht		verb	B1
umdrehen, dreht um, drehte um, hat umgedreht	umdrehen, dreht um, drehte um, hat umgedreht		verb	B1
Umfang	der Umfang, -̈e		der	B1
umfangreich	umfangreich		adj	B2+
umfassen, umfasst, umfasste, hat umfasst	umfassen, umfasst, umfasste, hat umfasst		verb	B1
Umfeld	das Umfeld, -er		das	B1
Umfrage	die Umfrage, -n		die	B1
Umgang	der Umgang, -̈e		der	B1
umgeben, gibt um, gab um, hat umgegeben	umgeben, gibt um, gab um, hat umgegeben		verb	B1
Umgebung	die Umgebung, -en		die	B1
umgehen, umgeht, umging, hat umgangen	umgehen, umgeht, umging, hat umgangen		verb	B1
umgekehrt	umgekehrt		adj	B1
umrechnen, rechnet um, rechnete um, hat umgerechnet	umrechnen, rechnet um, rechnete um, hat umgerechnet		verb	B2+
Umsatz	der Umsatz, -̈e		der	B1
umsehen, sieht um, sah um, hat umgesehen	umsehen, sieht um, sah um, hat umgesehen		verb	B2+
umsetzen, setzt um, setzte um, hat umgesetzt	umsetzen, setzt um, setzte um, hat umgesetzt		verb	B1
Umsetzung	die Umsetzung, -en		die	B1
umso	umso		conj	B1
umsonst	umsonst		adv	B1
Umstand	der Umstand, -̈e		der	B1
umstritten	umstritten		adj	B1
umwandeln, wandelt um, wandelte um, hat umgewandelt	umwandeln, wandelt um, wandelte um, hat umgewandelt		verb	B2+
Umwandlung	die Umwandlung, -en		die	B2+
Umwelt	die Umwelt, -en		die	B1
Umzug	der Umzug, -̈e		der	A2
unabhängig	unabhängig		adj	A2
Unabhängigkeit	die Unabhängigkeit, -en		die	B2+
unangenehm	unangenehm		adj	B2+
unauffällig	unauffällig		adj	B2+
unbedingt	unbedingt		adv	A2
unbekannt	unbekannt		adj	B1
unbewusst	unbewusst		adj	B2+
und	und		conj	A1
unendlich	unendlich		adj	B1
unerträglich	unerträglich		adj	B2+
unerwartet	unerwartet		adj	B2+
Unfall	der Unfall, -̈e		der	A2
Ungarn	Ungarn		das	B1
ungefähr	ungefähr		adj	B1
ungeheuer	ungeheuer		adj	B2+
ungewöhnlich	ungewöhnlich		adj	B1
unglaublich	unglaublich		adj	B1
ungleich	ungleich		adj	B2+
Ungleichheit	die Ungleichheit, -en		die	B2+
Unglück	das Unglück, -e		das	B1
unglücklich	unglücklich		adj	B2+
unheimlich	unheimlich		adj	B1
Uniform	die Uniform, -en		die	B1
Union	die Union, -en		die	B1
Universität	die Universität, -en (Uni)		die	A2
Universitätsbibliothek	die Universitätsbibliothek, -en		die	B2+
Universum	das Universum, -en		das	B2+
unklar	unklar		adj	B2+
unmittelbar	unmittelbar		adj	B1
unmöglich	unmöglich		adj	B1
unnötig	unnötig		adj	B2+
UNO	UNO (Vereinte Nationen)		die	B2+
Unrecht	das Unrecht		das	B2+
Unruhe	die Unruhe, -n		die	B2+
uns	uns		pron	A1
unschuldig	unschuldig		adj	B2+
unser	unser		pron	A1
unsicher	unsicher		adj	B2+
Unsicherheit	die Unsicherheit, -en		die	B2+
unsichtbar	unsichtbar		adj	B2+
Unsinn	der Unsinn		der	B2+
unten	unten		adv	A1
unter	unter		prep	A1
unterbrechen, unterbricht, unterbrach, hat unterbrochen	unterbrechen, unterbricht, unterbrach, hat unterbrochen		verb	B1
unterbringen, bringt unter, brachte unter, hat untergebracht	unterbringen, bringt unter, brachte unter, hat untergebracht		verb	B2+
unterdessen	unterdessen		adv	B2+
unterdrücken, unterdrückt, unterdrückte, hat unterdrückt	unterdrücken, unterdrückt, unterdrückte, hat unterdrückt		verb	B2+
untere	untere (r, s)		adj	B1
untereinander	untereinander		adv	B2+
untergehen, geht unter, ging unter, ist untergegangen	untergehen, geht unter, ging unter, ist untergegangen		verb	B2+
unterhalb	unterhalb		prep	B2+
unterhalten, unterhält, unterhielt, hat unterhalten	unterhalten (sich), unterhält, unterhielt, hat unterhalten		verb	A2
Unterhaltung	die Unterhaltung, -en		die	B1
Unterkunft	die Unterkunft, -̈e		die	A2
Unterlage	die Unterlage, -n		die, die (pl)	B2+
unterliegen, unterliegt, unterlag, hat unterlegen	unterliegen, unterliegt, unterlag, hat unterlegen		verb	B2+
Unternehmen	das Unternehmen, -		das	A2
unternehmen, unternimmt, unternahm, hat unternommen	unternehmen, unternimmt, unternahm, hat unternommen		verb	A2
Unternehmer	der Unternehmer, -		der	B1
Unternehmung	die Unternehmung, -en		die	B2+
Unterricht	der Unterricht, -e		der	A1
unterrichten, unterrichtet, unterrichtete, hat unterrichtet	unterrichten, unterrichtet, unterrichtete, hat unterrichtet		verb	B1
unterschätzen, unterschätzt, unterschätzte, hat unterschätzt	unterschätzen, unterschätzt, unterschätzte, hat unterschätzt		verb	B2+
unterscheiden, unterscheidet, unterschied, hat unterschieden	unterscheiden, unterscheidet, unterschied, hat unterschieden		verb	B1
Unterscheidung	die Unterscheidung, -en		die	B2+
Unterschied	der Unterschied, -e		der	A2
unterschiedlich	unterschiedlich		adj	B1
unterschreiben, unterschreibt, unterschrieb, hat unterschrieben	unterschreiben, unterschreibt, unterschrieb, hat unterschrieben		verb	A1
Unterschrift	die Unterschrift, -en		die	A1
unterstellen, unterstellt, unterstellte, hat unterstellt	unterstellen, unterstellt, unterstellte, hat unterstellt		verb	B2+
unterstreichen, unterstreicht, unterstrich, hat unterstrichen	unterstreichen, unterstreicht, unterstrich, hat unterstrichen		verb	B1
unterstützen, unterstützt, unterstützte, hat unterstützt	unterstützen, unterstützt, unterstützte, hat unterstützt		verb	B1
Unterstützung	die Unterstützung, -en		die	B1
untersuchen, untersucht, untersuchte, hat untersucht	untersuchen, untersucht, untersuchte, hat untersucht		verb	A2
Untersuchung	die Untersuchung, -en		die	B1
unterteilen, unterteilt, unterteilte, hat unterteilt	unterteilen, unterteilt, unterteilte, hat unterteilt		verb	B2+
unterwegs	unterwegs		adv	B1
unverändert	unverändert		adj	B2+
unwahrscheinlich	unwahrscheinlich		adj	B2+
unzählig	unzählig		adj	B2+
uralt	uralt		adj	B2+
Urgroßvater	der Urgroßvater, -̈		der	B2+
Urlaub	der Urlaub, -e		der	A1
Urlauber	der Urlauber, -		der	B2+
Ursache	die Ursache, -n		die	B1
Ursprung	der Ursprung, -̈e		der	B2+
ursprünglich	ursprünglich		adj	B1
Urteil	das Urteil, -e		das	B1
USA	USA (Vereinigte Staaten von Amerika)		die	A2
variabel	variabel		adj	B2+
Variable	die Variable, -n		die	B1
Variante	die Variante, -n		die	B1
Varianz	die Varianz, -en		die	B2+
Variation	die Variation, -en		die	B2+
variieren, variiert, variierte, hat variiert	variieren, variiert, variierte, hat variiert		verb	B2+
Vater	der Vater, -̈		der	A1
Vektor	der Vektor, -en		der	B1
Vene	die Vene, -n		die	B2+
verabreden, verabredet, verabredete, hat verabredet	verabreden, verabredet, verabredete, hat verabredet		verb	B2+
verabschieden, verabschiedet, verabschiedete, hat verabschiedet	verabschieden, verabschiedet, verabschiedete, hat verabschiedet		verb	B1
verändern, verändert, veränderte, hat verändert	verändern, verändert, veränderte, hat verändert		verb	A2
Veränderung	die Veränderung, -en		die	A2
verankern, verankert, verankerte, hat verankert	verankern, verankert, verankerte, hat verankert		verb	B2+
veranlassen, veranlasst, veranlasste, hat veranlasst	veranlassen, veranlasst, veranlasste, hat veranlasst		verb	B2+
veranstalten, veranstaltet, veranstaltete, hat veranstaltet	veranstalten, veranstaltet, veranstaltete, hat veranstaltet		verb	B2+
Veranstalter	der Veranstalter, -		der	B2+
Veranstaltung	die Veranstaltung, -en		die	A2
verantwortlich	verantwortlich		adj	B1
Verantwortung	die Verantwortung, -en		die	B1
verarbeiten, verarbeitet, verarbeitete, hat verarbeitet	verarbeiten, verarbeitet, verarbeitete, hat verarbeitet		verb	B2+
Verarbeitung	die Verarbeitung, -en		die	B2+
Verb	das Verb, -en		das	B2+
verbal	verbal		adj	B2+
Verband	der Verband, -̈e		der	B1
verbergen, verbirgt, verbarg, hat verborgen	verbergen, verbirgt, verbarg, hat verborgen		verb	B1
verbessern, verbessert, verbesserte, hat verbessert	verbessern, verbessert, verbesserte, hat verbessert		verb	B1
Verbesserung	die Verbesserung, -en		die	B1
verbieten, verbietet, verbot, hat verboten	verbieten, verbietet, verbot, hat verboten		verb	A2
verbinden, verbindet, verband, hat verbunden	verbinden, verbindet, verband, hat verbunden		verb	B1
verbindlich	verbindlich		adj	B2+
Verbindlichkeit	die Verbindlichkeit, -en		die	B2+
Verbindung	die Verbindung, -en		die	B1
verbleiben, verbleibt, verblieb, ist verblieben	verbleiben, verbleibt, verblieb, ist verblieben		verb	B2+
Verbot	das Verbot, -e		das	B1
verbrauchen, verbraucht, verbrauchte, hat verbraucht	verbrauchen, verbraucht, verbrauchte, hat verbraucht		verb	B1
Verbraucher	der Verbraucher, -		der	B1
Verbrechen	das Verbrechen, -		das	B2+
verbreiten, verbreitet, verbreitete, hat verbreitet	verbreiten, verbreitet, verbreitete, hat verbreitet		verb	B1
Verbreitung	die Verbreitung, -en		die	B2+
verbrennen, verbrennt, verbrannte, ist verbrannt	verbrennen, verbrennt, verbrannte, ist verbrannt		verb	B2+
verbringen, verbringt, verbrachte, hat verbracht	verbringen, verbringt, verbrachte, hat verbracht		verb	B1
Verdacht	der Verdacht, -e		der	B1
verdächtig	verdächtig		adj	B1
verdammt	verdammt		adj	B1
verdanken, verdankt, verdankte, hat verdankt	verdanken, verdankt, verdankte, hat verdankt		verb	B2+
verdecken, verdeckt, verdeckte, hat verdeckt	verdecken, verdeckt, verdeckte, hat verdeckt		verb	B2+
verdeutlichen, verdeutlicht, verdeutlichte, hat verdeutlicht	verdeutlichen, verdeutlicht, verdeutlichte, hat verdeutlicht		verb	B2+
verdienen, verdient, verdiente, hat verdient	verdienen, verdient, verdiente, hat verdient		verb	A1
verdoppeln, verdoppelt, verdoppelte, hat verdoppelt	verdoppeln, verdoppelt, verdoppelte, hat verdoppelt		verb	B2+
verdrängen, verdrängt, verdrängte, hat verdrängt	verdrängen, verdrängt, verdrängte, hat verdrängt		verb	B2+
verehrt	verehrt		adj	B2+
Verein	der Verein, -e		der	A1
vereinbaren, vereinbart, vereinbarte, hat vereinbart	vereinbaren, vereinbart, vereinbarte, hat vereinbart		verb	A2
Vereinbarung	die Vereinbarung, -en		die	B2+
vereinen, vereint, vereinte, hat vereint	vereinen, vereint, vereinte, hat vereint		verb	B2+
vereinfachen, vereinfacht, vereinfachte, hat vereinfacht	vereinfachen, vereinfacht, vereinfachte, hat vereinfacht		verb	B2+
vereinigen, vereinigt, vereinigte, hat vereinigt	vereinigen, vereinigt, vereinigte, hat vereinigt		verb	B1
Vereinigung	die Vereinigung, -en		die	B2+
Verfahren	das Verfahren, -		das	A2
verfallen, verfällt, verfiel, ist verfallen	verfallen, verfällt, verfiel, ist verfallen		verb	B2+
verfassen, verfasst, verfasste, hat verfasst	verfassen, verfasst, verfasste, hat verfasst		verb	B2+
Verfassung	die Verfassung, -en		die	B2+
verfolgen, verfolgt, verfolgte, hat verfolgt	verfolgen, verfolgt, verfolgte, hat verfolgt		verb	B1
verfügbar	verfügbar		adj	B2+
verfügen, verfügt, verfügte, hat verfügt	verfügen, verfügt, verfügte, hat verfügt		verb	B1
Verfügung	die Verfügung, -en		die	A2
Vergangenheit	die Vergangenheit, -en		die	B1
vergeben	vergeben		verb	B2+
vergeblich	vergeblich		adj	B1
vergehen, vergeht, verging, hat vergangen	vergehen, vergeht, verging, hat vergangen		verb	A1
vergessen, vergisst, vergaß, hat vergessen	vergessen, vergisst, vergaß, hat vergessen		verb	A2
Vergleich	der Vergleich, -e		der	A1
vergleichbar	vergleichbar		adj	B1
vergleichen, vergleicht, verglich, hat verglichen	vergleichen, vergleicht, verglich, hat verglichen		verb	A2
vergleichsweise	vergleichsweise		adv	B2+
Vergnügen	das Vergnügen, -		das	B1
vergrößern, vergrößert, vergrößerte, hat vergrößert	vergrößern, vergrößert, vergrößerte, hat vergrößert		verb	B1
verhaften, verhaftet, verhaftete, hat verhaftet	verhaften, verhaftet, verhaftete, hat verhaftet		verb	B1
verhalten	verhalten		verb, das	B1
Verhaltensweise	die Verhaltensweise, -n		die	B2+
Verhältnis	das Verhältnis, -se		das	B1
verhandeln, verhandelt, verhandelte, hat verhandelt	verhandeln, verhandelt, verhandelte, hat verhandelt		verb	B2+
Verhandlung	die Verhandlung, -en		die	B1
verhängen, verhängt, verhängte, hat verhängt	verhängen, verhängt, verhängte, hat verhängt		verb	B2+
verheiratet	verheiratet		adj	A1
verhindern, verhindert, verhinderte, hat verhindert	verhindern, verhindert, verhinderte, hat verhindert		verb	B1
Verkauf	der Verkauf, -̈e		der	B1
verkaufen, verkauft, verkaufte, hat verkauft	verkaufen, verkauft, verkaufte, hat verkauft		verb	A1
Verkäufer	der Verkäufer, -		der	A1
Verkehr	der Verkehr, -e		der	A2
verkehren, verkehrt, verkehrte, hat verkehrt	verkehren, verkehrt, verkehrte, hat verkehrt		verb	B2+
verknüpfen, verknüpft, verknüpfte, hat verknüpft	verknüpfen, verknüpft, verknüpfte, hat verknüpft		verb	B2+
Verknüpfung	die Verknüpfung, -en		die	B2+
verkünden, verkündet, verkündete, hat verkündet	verkünden, verkündet, verkündete, hat verkündet		verb	B2+
verkürzen, verkürzt, verkürzte, hat verkürzt	verkürzen, verkürzt, verkürzte, hat verkürzt		verb	B2+
Verlag	der Verlag, -e		der	B1
verlangen, verlangt, verlangte, hat verlangt	verlangen, verlangt, verlangte, hat verlangt		verb	B1
verlängern, verlängert, verlängerte, hat verlängert	verlängern, verlängert, verlängerte, hat verlängert		verb	B1
Verlängerung	die Verlängerung, -en		die	B2+
verlassen, verlässt, verließ, hat verlassen	verlassen, verlässt, verließ, hat verlassen		verb	B1
verlässlich	verlässlich		adj	B2+
Verlauf	der Verlauf, -̈e		der	B1
verlaufen, verläuft, verlief, ist verlaufen	verlaufen, verläuft, verlief, ist verlaufen		verb	B1
verlegen, verlegt, verlegte, hat verlegt	verlegen, verlegt, verlegte, hat verlegt		verb	B2+
verleihen, verleiht, verlieh, hat verliehen	verleihen, verleiht, verlieh, hat verliehen		verb	B1
verletzen, verletzt, verletzte, hat verletzt	verletzen, verletzt, verletzte, hat verletzt		verb	A2
Verletzte	die Verletzte		der	B2+
Verletzung	die Verletzung, -en		die	B1
verlieben, verliebt, verliebte, hat verliebt	verlieben (sich), verliebt, verliebte, hat verliebt		verb	A2
verlieren, verliert, verlor, hat verloren	verlieren, verliert, verlor, hat verloren		verb	A2
Verlust	der Verlust, -e		der	B1
vermehrt	vermehrt		adj	B2+
vermeiden, vermeidet, vermied, hat vermieden	vermeiden, vermeidet, vermied, hat vermieden		verb	B1
vermeintlich	vermeintlich		adj	B2+
vermindern, vermindert, verminderte, hat vermindert	vermindern, vermindert, verminderte, hat vermindert		verb	B2+
vermissen, vermisst, vermisste, hat vermisst	vermissen, vermisst, vermisste, hat vermisst		verb	B1
vermitteln, vermittelt, vermittelte, hat vermittelt	vermitteln, vermittelt, vermittelte, hat vermittelt		verb	B1
Vermittlung	die Vermittlung, -en		die	B1
Vermögen	das Vermögen, -		das	B1
vermögen, vermag, vermochte, hat vermocht	vermögen, vermag, vermochte, hat vermocht		verb	B2+
vermuten, vermutet, vermutete, hat vermutet	vermuten, vermutet, vermutete, hat vermutet		verb	B1
vermutlich	vermutlich		adv	B1
Vermutung	die Vermutung, -en		die	B2+
vernachlässigen, vernachlässigt, vernachlässigte, hat vernachlässigt	vernachlässigen, vernachlässigt, vernachlässigte, hat vernachlässigt		verb	B2+
vernehmen, vernimmt, vernahm, hat vernommen	vernehmen, vernimmt, vernahm, hat vernommen		verb	B2+
vernetzen, vernetzt, vernetzte, hat vernetzt	vernetzen, vernetzt, vernetzte, hat vernetzt		verb	B2+
vernichten, vernichtet, vernichtete, hat vernichtet	vernichten, vernichtet, vernichtete, hat vernichtet		verb	B2+
Vernunft	die Vernunft		die	B2+
vernünftig	vernünftig		adj	B1
veröffentlichen, veröffentlicht, veröffentlichte, hat veröffentlicht	veröffentlichen, veröffentlicht, veröffentlichte, hat veröffentlicht		verb	B1
Veröffentlichung	die Veröffentlichung, -en		die	B2+
verpassen, verpasst, verpasste, hat verpasst	verpassen, verpasst, verpasste, hat verpasst		verb	A2
verpflichten, verpflichtet, verpflichtete, hat verpflichtet	verpflichten, verpflichtet, verpflichtete, hat verpflichtet		verb	B1
Verpflichtung	die Verpflichtung, -en		die	B2+
verraten, verrät, verriet, hat verraten	verraten, verrät, verriet, hat verraten		verb	B1
verringern, verringert, verringerte, hat verringert	verringern, verringert, verringerte, hat verringert		verb	B2+
verrückt	verrückt		adj	B1
versagen, versagt, versagte, hat versagt	versagen, versagt, versagte, hat versagt		verb	B2+
versammeln, versammelt, versammelte, hat versammelt	versammeln, versammelt, versammelte, hat versammelt		verb	B2+
verschaffen, verschafft, verschaffte, hat verschafft	verschaffen, verschafft, verschaffte, hat verschafft		verb	B2+
verschärfen, verschärft, verschärfte, hat verschärft	verschärfen, verschärft, verschärfte, hat verschärft		verb	B2+
verschieben, verschiebt, verschob, hat verschoben	verschieben, verschiebt, verschob, hat verschoben		verb	A2
Verschiebung	die Verschiebung, -en		die	B2+
verschieden	verschieden		adj	A2
verschließen, verschließt, verschloss, hat verschlossen	verschließen, verschließt, verschloss, hat verschlossen		verb	B2+
verschwinden, verschwindet, verschwand, ist verschwunden	verschwinden, verschwindet, verschwand, ist verschwunden		verb	B1
versehen, versieht, versah, hat versehen	versehen, versieht, versah, hat versehen		verb	B2+
versetzen, versetzt, versetzte, hat versetzt	versetzen, versetzt, versetzte, hat versetzt		verb	B1
versichern, versichert, versicherte, hat versichert	versichern, versichert, versicherte, hat versichert		verb	B1
Versicherung	die Versicherung, -en		die	B1
versinken, versinkt, versank, ist versunken	versinken, versinkt, versank, ist versunken		verb	B2+
Version	die Version, -en		die	B2+
versorgen, versorgt, versorgte, hat versorgt	versorgen, versorgt, versorgte, hat versorgt		verb	B1
Versorgung	die Versorgung, -en		die	B2+
Versprechen	das Versprechen, -		das	B1
