Word	Annotation	Sense	Part of Speech	Level	English
Unterhaltung	die Unterhaltung, -en		die	B1	entertainment, conversation
zerfallen, zerfällt, zerfiel, ist zerfallen	zerfallen, zerfällt, zerfiel, ist zerfallen		verb	B2+	to fall apart, disintegrate, decay, decline
zustande	zustande		adv	B2+	(come/bring) about
ablösen, löst ab, löste ab, hat abgelöst	ablösen, löst ab, löste ab, hat abgelöst		verb	B2+	to take over, remove, peel away
allenfalls	allenfalls		adv	B2+	at most
ausbleiben, bleibt aus, blieb aus, ist ausgeblieben	ausbleiben, bleibt aus, blieb aus, ist ausgeblieben		verb	B2+	to be missing, fail to appear, stay out
besorgen, besorgt, besorgte, hat besorgt	besorgen, besorgt, besorgte, hat besorgt		verb	B1	to get, provide, buy
binnen	binnen		adv	B2+	within
einstig	einstig		adj	B2+	former
entgegensetzen, setzt entgegen, setzte entgegen, hat entgegengesetzt	entgegensetzen, setzt entgegen, setzte entgegen, hat entgegengesetzt		verb	B2+	to oppose, counter
Inszenierung	die Inszenierung, -en		die	B2+	production, staging
Kraftwerk	das Kraftwerk, -e		das	B1	power plant
Nervensystem	das Nervensystem, -e		das	B2+	nervous systems
nördlich	nördlich		adj	B2+	north
obig	obig		adj	B2+	above
skeptisch	skeptisch		adj	B2+	skeptical
überwachen, überwacht, überwachte, hat überwacht	überwachen, überwacht, überwachte, hat überwacht		verb	B2+	to monitor, control, watch
UNO	UNO (Vereinte Nationen)		die	B2+	UN
woanders	woanders		adv	B2+	somewhere else
ablesen, liest ab, las ab, hat abgelesen	ablesen, liest ab, las ab, hat abgelesen		verb	B2+	to read
anzünden, zündet an, zündete an, hat angezündet	anzünden, zündet an, zündete an, hat angezündet		verb	B2+	to light
ärztlich	ärztlich		adj	B2+	medical
Fürst	der Fürst, -en		der	B2+	prince
geschickt	geschickt		adj	B2+	skilled
mittelalterlich	mittelalterlich		adj	B2+	medieval
repräsentieren, repräsentiert, repräsentierte, hat repräsentiert	repräsentieren, repräsentiert, repräsentierte, hat repräsentiert		verb	B2+	to represent
Rezept	das Rezept, -e		das	A2	recipe, prescription
Sack	der Sack, -̈e		der	B1	sack, bag
Thüringen	Thüringen		das	B2+	Thuringia
anorganisch	anorganisch		adj	B2+	inorganic
ausstehen, steht aus, stand aus, hat ausgestanden	ausstehen, steht aus, stand aus, hat ausgestanden		verb	B2+	to stand, bear, be pending
Bundesamt	das Bundesamt, -̈er		das	B2+	federal office
einschließen, schließt ein, schloss ein, hat eingeschlossen	einschließen, schließt ein, schloss ein, hat eingeschlossen		verb	B2+	to lock up, involve, include
Faden	der Faden, -̈		der	B2+	thread
hunderttausend	hunderttausend		num	B2+	hundred thousand
Oberschenkel	der Oberschenkel, -		der	B2+	thigh
Schlacht	die Schlacht, -en		die	B2+	battle
sinnlos	sinnlos		adj	B1	meaningless
streben, strebt, strebte, hat gestrebt	streben, strebt, strebte, hat gestrebt		verb	B2+	to strive
Algorithmus	der Algorithmus, -en		der	B2+	algorithm
beleuchten, beleuchtet, beleuchtete, hat beleuchtet	beleuchten, beleuchtet, beleuchtete, hat beleuchtet		verb	B2+	to light, illuminate, examine
drucken, druckt, druckte, hat gedruckt	drucken, druckt, druckte, hat gedruckt		verb	A1	to print
erreichbar	erreichbar		adj	B2+	within reach, reachable
erschweren, erschwert, erschwerte, hat erschwert	erschweren, erschwert, erschwerte, hat erschwert		verb	B2+	to complicate, make more difficult
Fahne	die Fahne, -n		die	B2+	flag
Panik	die Panik, -en		die	B2+	panic
populär	populär		adj	B1	popular
Rotation	die Rotation, -en		die	B2+	rotation
unterschätzen, unterschätzt, unterschätzte, hat unterschätzt	unterschätzen, unterschätzt, unterschätzte, hat unterschätzt		verb	B2+	to underestimate
Vereinigung	die Vereinigung, -en		die	B2+	organization, association, unification
Anleger	der Anleger, -		der	B2+	investor
Darm	der Darm, -̈e		der	B2+	intestine
erobern, erobert, eroberte, hat erobert	erobern, erobert, eroberte, hat erobert		verb	B2+	to conquer, take, win
Fassade	die Fassade, -n		die	B2+	facade, front
Favorit	der Favorit, -en		der	B2+	favorite
Plakat	das Plakat, -e		das	A2	poster
Terrasse	die Terrasse, -n		die	B1	terrace, patio
aufsuchen, sucht auf, suchte auf, hat aufgesucht	aufsuchen, sucht auf, suchte auf, hat aufgesucht		verb	B2+	to see, visit
forschen, forscht, forschte, hat geforscht	forschen, forscht, forschte, hat geforscht		verb	B2+	to research, do research
Gesetzentwurf	der Gesetzentwurf, -̈e		der	B2+	bill, draft law
intellektuell	intellektuell		adj	B2+	intellectual
legendär	legendär		adj	B2+	legendary
Lektüre	die Lektüre, -n		die	B2+	reading
motorisch	motorisch		adj	B2+	motor
nunmehr	nunmehr		adv	B2+	now
Richtlinie	die Richtlinie, -n		die	B2+	guideline
Trick	der Trick, -s		der	B2+	trick
Tropfen	der Tropfen, -		der	B1	drop
abschaffen, schafft ab, schaffte ab, hat abgeschafft	abschaffen, schafft ab, schaffte ab, hat abgeschafft		verb	B2+	to abolish
anheben, hebt an, hob an, hat angehoben	anheben, hebt an, hob an, hat angehoben		verb	B2+	to raise
bewundern, bewundert, bewunderte, hat bewundert	bewundern, bewundert, bewunderte, hat bewundert		verb	B2+	to admire
Burg	die Burg, -en		die	B1	castle
Engel	der Engel, -		der	B2+	angel
Fazit	das Fazit, -s		das	B2+	summary, conclusion
hervorrufen, ruft hervor, rief hervor, hat hervorgerufen	hervorrufen, ruft hervor, rief hervor, hat hervorgerufen		verb	B2+	to evoke, arouse, cause
Irland	Irland		das	B2+	Ireland
Mechanik	die Mechanik, -en		die	B2+	mechanics
Psychologe	der Psychologe, -n		der	B2+	psychologist
abspielen, spielt ab, spielte ab, hat abgespielt	abspielen, spielt ab, spielte ab, hat abgespielt		verb	B2+	to play
Erhebung	die Erhebung, -en		die	B2+	survey, elicitation, levying
herausragen, ragt heraus, ragte heraus, hat herausgeragt	herausragen, ragt heraus, ragte heraus, hat herausgeragt		verb	B2+	to stand out
inszenieren, inszeniert, inszenierte, hat inszeniert	inszenieren, inszeniert, inszenierte, hat inszeniert		verb	B2+	to stage
klatschen, klatscht, klatschte, hat geklatscht	klatschen, klatscht, klatschte, hat geklatscht		verb	B2+	to clap
Magazin	das Magazin, -e		das	B1	magazine, storehouse
Zuhörer	der Zuhörer, -		der	B1	listener, audience (pl)
beschweren, beschwert, beschwerte, hat beschwert	beschweren, beschwert, beschwerte, hat beschwert		verb	A2	to weight, complain
entgegenkommen, kommt entgegen, kam entgegen, ist entgegengekommen	entgegenkommen, kommt entgegen, kam entgegen, ist entgegengekommen		verb	B1	to meet, accommodate
Hast	die Hast		die	B2+	haste
hinauf	hinauf		adv	B2+	up, upwards
hindern, hindert, hinderte, hat gehindert	hindern, hindert, hinderte, hat gehindert		verb	B2+	to prevent
loswerden, wird los, wurde los, ist losgeworden	loswerden, wird los, wurde los, ist losgeworden		verb	B2+	to get rid of
mild	mild		adj	B1	mild, gentle
Minderheit	die Minderheit, -en		die	B1	minority
Prävention	die Prävention, -en		die	B2+	prevention
schrumpfen, schrumpft, schrumpfte, ist geschrumpft	schrumpfen, schrumpft, schrumpfte, ist geschrumpft		verb	B2+	to shrink
vernehmen, vernimmt, vernahm, hat vernommen	vernehmen, vernimmt, vernahm, hat vernommen		verb	B2+	to hear, examine, question
erstrecken, erstreckt, erstreckte, hat erstreckt	erstrecken (sich), erstreckt, erstreckte, hat erstreckt		verb	B2+	to extend, include
Genosse	der Genosse, -n		der	B2+	comrade
öh	öh		interj	B2+	uh
Thüringer	Thüringer		adj	B2+	Thuringian
vortragen, trägt vor, trug vor, hat vorgetragen	vortragen, trägt vor, trug vor, hat vorgetragen		verb	B2+	to present, perform
Hirn	das Hirn, -e		das	B2+	brain
Pfeil	der Pfeil, -e		der	B2+	arrow
Schuldner	der Schuldner, -		der	B2+	debtor
Überprüfung	die Überprüfung, -en		die	B2+	review, screening, check, inspection
Verzweiflung	die Verzweiflung, -en		die	B2+	desperation
vorig	vorig		adj	B2+	previous
Anweisung	die Anweisung, -en		die	B2+	order, instruction
Bargeld	das Bargeld		das	B2+	cash
belgisch	belgisch		adj	B2+	Belgian
erkundigen, erkundigt, erkundigte, hat erkundigt	erkundigen (sich), erkundigt, erkundigte, hat erkundigt		verb	B1	to inquire
Format	das Format, -e		das	B2+	format
Gasse	die Gasse, -n		die	B2+	alley
Gesichtspunkt	der Gesichtspunkt, -e		der	B2+	point of view
glänzend	glänzend		adj	B2+	shiny, shining, brilliant
Original	das Original, -e		das	B1	original
ÖVP	ÖVP (Österreichische Volkspartei)		die	B2+	ÖVP
Priorität	die Priorität, -en		die	B2+	priority
Stich	der Stich, -e		der	B2+	bite, sting
Variation	die Variation, -en		die	B2+	kind, variation
Wettkampf	der Wettkampf, -̈e		der	B2+	competition
Fremde	die Fremde		der	B2+	stranger
haften, haftet, haftete, hat gehaftet	haften, haftet, haftete, hat gehaftet		verb	B2+	to adhere, be liable
horizontal	horizontal		adj	B2+	horizontal
irren, irrt, irrte, hat geirrt	irren (sich), irrt, irrte, hat geirrt		verb	B1	to err, be wrong
kriminell	kriminell		adj	B2+	criminal
verfallen, verfällt, verfiel, ist verfallen	verfallen, verfällt, verfiel, ist verfallen		verb	B2+	to decay, deteriorate, expire
vorzeitig	vorzeitig		adj	B2+	early, premature
ansiedeln, siedelt an, siedelte an, hat angesiedelt	ansiedeln, siedelt an, siedelte an, hat angesiedelt		verb	B2+	to settle, establish
Bewerber	der Bewerber, -		der	B2+	applicant
Breite	die Breite, -n		die	B1	width
einsehen, sieht ein, sah ein, hat eingesehen	einsehen, sieht ein, sah ein, hat eingesehen		verb	B2+	to see, realize, look into
Epoche	die Epoche, -n		die	B2+	epoch
Explosion	die Explosion, -en		die	B2+	explosion
Idiot	der Idiot, -en		der	B2+	idiot
Kulisse	die Kulisse, -n		die	B2+	setting, scenery, backdrop
Lieferung	die Lieferung, -en		die	B1	delivery
nachvollziehbar	nachvollziehbar		adj	B2+	plausible, transparent
spürbar	spürbar		adj	B2+	noticeable, perceptible
Stall	der Stall, -̈e		der	B2+	stable
Arbeitskraft	die Arbeitskraft, -̈e		die	B2+	manpower, worker
Bibel	die Bibel, -n		die	B2+	Bible
Gemeinsamkeit	die Gemeinsamkeit, -en		die	B2+	commonality, common feature
Gemisch	das Gemisch, -e		das	B2+	mixture
schlank	schlank		adj	B2+	slim
Dreck	der Dreck		der	B1	dirt
eilen, eilt, eilte, hat geeilt	eilen, eilt, eilte, hat geeilt		verb	B1	to hurry
fügen, fügt, fügte, hat gefügt	fügen (sich), fügt, fügte, hat gefügt		verb	B2+	to comply, defer to, resign oneself to
heuer	heuer		adv	B2+	this year
Hölle	die Hölle, -n		die	B2+	hell
quadratisch	quadratisch		adj	B2+	square
Reflexion	die Reflexion, -en		die	B2+	reflection
solide	solide		adj	B2+	solid, sound
unauffällig	unauffällig		adj	B2+	inconspicuous
Zwerg	der Zwerg, -e		der	B2+	dwarf
Anmerkung	die Anmerkung, -en		die	B2+	note, comment
Anreiz	der Anreiz, -e		der	B2+	incentive
Ausrichtung	die Ausrichtung, -en		die	B2+	orientation, alignment
auswerten, wertet aus, wertete aus, hat ausgewertet	auswerten, wertet aus, wertete aus, hat ausgewertet		verb	B2+	to evaluate, assess
ersparen, erspart, ersparte, hat erspart	ersparen, erspart, ersparte, hat erspart		verb	B2+	to save, spare
homogen	homogen		adj	B2+	homogeneous
nachkommen, kommt nach, kam nach, ist nachgekommen	nachkommen, kommt nach, kam nach, ist nachgekommen		verb	B2+	to follow, come later, come after
Diabetes	der Diabetes		der	B2+	diabetes
Fotografie	die Fotografie, -n		die	B1	photography
Galerie	die Galerie, -n		die	B1	gallery
Haft	die Haft		die	B2+	detention, confinement
Malerei	die Malerei, -en		die	B2+	painting
Marktwirtschaft	die Marktwirtschaft, -en		die	B2+	market economy
Maske	die Maske, -n		die	B2+	mask
mmh	mmh		interj	B2+	mmh
Präsentation	die Präsentation, -en		die	B1	presentation
unerträglich	unerträglich		adj	B2+	unbearable, intolerable
zerreißen, zerreißt, zerriss, hat zerrissen	zerreißen, zerreißt, zerriss, hat zerrissen		verb	B2+	to tear (up, to pieces)
zwangsläufig	zwangsläufig		adj	B2+	inevitable
betrinken, betrinkt, betrank, hat betrunken	betrinken (sich), betrinkt, betrank, hat betrunken		verb	B2+	to get drunk
Furcht	die Furcht		die	B2+	fear
Klavier	das Klavier, -e		das	A2	piano
kommunal	kommunal		adj	B2+	municipal
Landkreis	der Landkreis, -e		der	B2+	district
Meisterschaft	die Meisterschaft, -en		die	B2+	championship
Neubau	der Neubau, -ten		der	B2+	new building
schädigen, schädigt, schädigte, hat geschädigt	schädigen, schädigt, schädigte, hat geschädigt		verb	B2+	to damage
Schau	die Schau, -en		die	B2+	show
unterstreichen, unterstreicht, unterstrich, hat unterstrichen	unterstreichen, unterstreicht, unterstrich, hat unterstrichen		verb	B1	to underline, emphasize
vorziehen, zieht vor, zog vor, hat vorgezogen	vorziehen, zieht vor, zog vor, hat vorgezogen		verb	B2+	to prefer
Bande	die Bande, -n		die	B2+	gang, mob, clique
behindert	behindert		adj	B2+	handicapped
Bemühung	die Bemühung, -en		die	B2+	effort
Besetzung	die Besetzung, -en		die	B2+	occupation, cast, line-up
Bündel	das Bündel, -		das	B2+	bundle, bunch
dämpfen, dämpft, dämpfte, hat gedämpft	dämpfen, dämpft, dämpfte, hat gedämpft		verb	B2+	to dampen, dim
FPÖ	FPÖ (Freiheitliche Partei Österreichs)		die	B2+	FPÖ
Gift	das Gift, -e		das	B1	poison
Knopf	der Knopf, -̈e		der	B1	button
Lebensjahr	das Lebensjahr, -e		das	B2+	year (of one’s life)
News	die News		die	B2+	news
Profil	das Profil, -e		das	B2+	profile
Siedlung	die Siedlung, -en		die	B2+	settlement, estate
signifikant	signifikant		adj	B2+	significant
Stellungnahme	die Stellungnahme, -n		die	B2+	opinion, statement
Sturz	der Sturz, -̈e		der	B2+	fall
unbewusst	unbewusst		adj	B2+	unconscious
Verstoß	der Verstoß, -̈e		der	B2+	violation
voraussichtlich	voraussichtlich		adj	B1	probable, presumable
würdigen, würdigt, würdigte, hat gewürdigt	würdigen, würdigt, würdigte, hat gewürdigt		verb	B2+	to appreciate, pay tribute
zurückweisen, weist zurück, wies zurück, hat zurückgewiesen	zurückweisen, weist zurück, wies zurück, hat zurückgewiesen		verb	B2+	to reject
Abfall	der Abfall, -̈e		der	B1	waste, trash
Demokrat	der Demokrat, -en		der	B2+	democrat
Katalysator	der Katalysator, -en		der	B2+	catalyst
Piste	die Piste, -n		die	B2+	slope
Senat	der Senat, -e		der	B2+	senate
Stasi	die Stasi (Staatssicherheitsdienst)		die	B2+	state security service
streicheln, streichelt, streichelte, hat gestreichelt	streicheln, streichelt, streichelte, hat gestreichelt		verb	B2+	to pet
überlegen	überlegen		adj	B1	superior
ausfüllen, füllt aus, füllte aus, hat ausgefüllt	ausfüllen, füllt aus, füllte aus, hat ausgefüllt		verb	A1	to fill out
Betreuung	die Betreuung, -en		die	B1	care
eintreffen, trifft ein, traf ein, ist eingetroffen	eintreffen, trifft ein, traf ein, ist eingetroffen		verb	B2+	to arrive, come true, happen
Kuchen	der Kuchen, -		der	A1	cake
Nachwuchs	der Nachwuchs		der	B1	offspring, new generation
plädieren, plädiert, plädierte, hat plädiert	plädieren, plädiert, plädierte, hat plädiert		verb	B2+	to plead, make one’s case
trösten, tröstet, tröstete, hat getröstet	trösten, tröstet, tröstete, hat getröstet		verb	B2+	to comfort
Ungleichheit	die Ungleichheit, -en		die	B2+	inequality, dissimilarity
Verteidiger	der Verteidiger, -		der	B2+	defender, defense counsel
Center	das Center, -		das	B2+	center
Halt	der Halt, -e		der	B2+	stop, hold
Handwerk	das Handwerk, -e		das	B2+	craft, trade
humanitär	humanitär		adj	B2+	humanitarian
Intervall	das Intervall, -e		das	B2+	interval
naiv	naiv		adj	B2+	naive
Rentner	der Rentner, -		der	A2	pensioner
Skala	die Skala, -en		die	B2+	scale, dial, range
sogleich	sogleich		adv	B2+	immediately
Substantiv	das Substantiv, -e		das	B2+	noun
Testament	das Testament, -e		das	B2+	will
Algebra	die Algebra, -en		die	B2+	algebra
befördern, befördert, beförderte, hat befördert	befördern, befördert, beförderte, hat befördert		verb	B2+	to transport
Box	die Box, -en		die	B2+	speaker, pit, stall
gänzlich	gänzlich		adj	B2+	entirely
Gremium	das Gremium, -en		das	B2+	committee
hinunter	hinunter		adv	B2+	down
soeben	soeben		adv	B2+	just
Sportart	die Sportart, -en		die	B1	(type of) sport, discipline
Tirol	Tirol		das	B2+	Tyrol
Zuordnung	die Zuordnung, -en		die	B2+	classification, assignment
asiatisch	asiatisch		adj	B2+	Asian
Biografie	die Biografie, -n		die	B2+	biography
blutig	blutig		adj	B2+	bloody
Erwerb	der Erwerb, -e		der	B2+	acquisition, purchase
Hindernis	das Hindernis, -se		das	B2+	obstacle
inwieweit	inwieweit		adv	B2+	to what extent
römisch	römisch		adj	B2+	Roman
weitaus	weitaus		adv	B2+	much, far
Wiedervereinigung	die Wiedervereinigung, -en		die	B2+	reunification
Abfahrt	die Abfahrt, -en		die	A1	departure
Anleihe	die Anleihe, -n		die	B2+	loan, bond, borrowing
auswärtig	auswärtig		adj	B2+	external
elastisch	elastisch		adj	B2+	elastic
entkommen, entkommt, entkam, ist entkommen	entkommen, entkommt, entkam, ist entkommen		verb	B2+	to escape
Herausgeber	der Herausgeber, -		der	B2+	publisher
Kinn	das Kinn, -e		das	B2+	chin
nahelegen, legt nahe, legte nahe, hat nahegelegt	nahelegen, legt nahe, legte nahe, hat nahegelegt		verb	B2+	to suggest
Naturwissenschaft	die Naturwissenschaft, -en		die	B2+	natural science
seitens	seitens		prep	B2+	by, on the part of
verbal	verbal		adj	B2+	verbal
Versuchsperson	die Versuchsperson, -en		die	B2+	test subject
Wanderung	die Wanderung, -en		die	B1	hike
Zeigefinger	der Zeigefinger, -		der	B2+	index finger
zwischendurch	zwischendurch		adv	B2+	occasionally, in between
Autofahrer	der Autofahrer, -		der	B2+	driver, motorist
benehmen, benimmt, benahm, hat benommen	benehmen, benimmt, benahm, hat benommen		verb	B2+	to behave
Einzelfall	der Einzelfall, -̈e		der	B2+	individual case
gängig	gängig		adj	B2+	common
Jäger	der Jäger, -		der	B2+	hunter
kommunikativ	kommunikativ		adj	B2+	communicative
Kongress	der Kongress, -e		der	B2+	congress, convention
letzterer, letztere, letzteres	letzterer, letztere, letzteres		adj	B2+	latter
nebeneinander	nebeneinander		adv	B2+	side by side, next to each other
Passage	die Passage, -n		die	B2+	passage
strömen, strömt, strömte, ist geströmt	strömen, strömt, strömte, ist geströmt		verb	B2+	to flow
zeitgenössisch	zeitgenössisch		adj	B2+	contemporary
zerbrechen, zerbricht, zerbrach, hat zerbrochen	zerbrechen, zerbricht, zerbrach, hat zerbrochen		verb	B2+	to break, shatter
Aufsatz	der Aufsatz, -̈e		der	B2+	essay
Brandenburg	Brandenburg		das	B2+	Brandenburg
Diagramm	das Diagramm, -e		die	B2+	diagram
Erleichterung	die Erleichterung, -en		die	B2+	relief
Historiker	der Historiker, -		der	B2+	historian
innovativ	innovativ		adj	B2+	innovative
kollektiv	kollektiv		adj	B2+	collective
nüchtern	nüchtern		adj	B2+	sober, with empty stomach
ungeheuer	ungeheuer		adj	B2+	tremendous
Vorurteil	das Vorurteil, -e		das	B2+	prejudice
