Word	Annotation	Sense	Part of Speech	Level	English
Unterlage	die Unterlage, -n		die, die (pl)	B2+	base, pad, document; documents
vernachlässigen, vernachlässigt, vernachlässigte, hat vernachlässigt	vernachlässigen, vernachlässigt, vernachlässigte, hat vernachlässigt		verb	B2+	to neglect
versinken, versinkt, versank, ist versunken	versinken, versinkt, versank, ist versunken		verb	B2+	to sink
erhitzen, erhitzt, erhitzte, hat erhitzt	erhitzen, erhitzt, erhitzte, hat erhitzt		verb	B2+	to heat (up)
Ersatz	der Ersatz, -̈e		der	B2+	replacement, compensation
EU-Kommission	die EU-Kommission		die	B2+	European Commission
hessisch	hessisch		adj, das	B2+	Hessian; Hessian
passiv	passiv		adj	B1	passive
Rauch	der Rauch, -e		der	B2+	smoke, fume
stinken, stinkt, stank, hat gestunken	stinken, stinkt, stank, hat gestunken		verb	B1	to stink
tschüss	tschüss		interj	A1	bye
Vorgänger	der Vorgänger, -		der	B2+	predecessor
anstarren, starrt an, starrte an, hat angestarrt	anstarren, starrt an, starrte an, hat angestarrt		verb	B2+	to gaze, stare at
detailliert	detailliert		adj	B2+	detailed
Fremdsprache	die Fremdsprache, -n		die	B1	foreign language
Gepäck	das Gepäck, -e		das	A1	luggage
unglücklich	unglücklich		adj	B2+	unhappy, unfortunate
wehen, weht, wehte, hat geweht	wehen, weht, wehte, hat geweht		verb	B2+	to blow, flutter
ausprobieren, probiert aus, probierte aus, hat ausprobiert	ausprobieren, probiert aus, probierte aus, hat ausprobiert		verb	B2+	to try out
bewerben, bewirbt, bewarb, hat beworben	bewerben (sich), bewirbt, bewarb, hat beworben		verb	A2	to apply
erhoffen, erhofft, erhoffte, hat erhofft	erhoffen, erhofft, erhoffte, hat erhofft		verb	B2+	to expect, hope for
Feder	die Feder, -n		die	B2+	feather
Feuerwehr	die Feuerwehr, -en		die	B1	fire brigade
fixieren, fixiert, fixierte, hat fixiert	fixieren, fixiert, fixierte, hat fixiert		verb	B2+	to fixate on sb/sth
Gemälde	das Gemälde, -		das	B2+	painting
Heim	das Heim, -e		das	B1	home, institution
heranziehen, zieht heran, zog heran, hat herangezogen	heranziehen, zieht heran, zog heran, hat herangezogen		verb	B2+	to consult, draw near
Image	das Image, -s		das	B2+	image
Koch	der Koch, -̈e		der	B1	cook
Stadtteil	der Stadtteil, -e		der	B2+	district
Träger	der Träger, -		der	B2+	strap, holder, responsible body
verschärfen, verschärft, verschärfte, hat verschärft	verschärfen, verschärft, verschärfte, hat verschärft		verb	B2+	to tighten, intensify
Zunahme	die Zunahme, -n		die	B2+	increase
annähern, nähert an, näherte an, hat angenähert	annähern, nähert an, näherte an, hat angenähert		verb	B2+	to approach
Baron	der Baron, -e		der	B2+	baron
Eigentum	das Eigentum, -e		das	B2+	property
gründlich	gründlich		adj	B1	thorough
Sachsen-Anhalt	Sachsen-Anhalt		das	B2+	Saxony-Anhalt
umsehen, sieht um, sah um, hat umgesehen	umsehen, sieht um, sah um, hat umgesehen		verb	B2+	to look (around)
via	via		prep	B2+	via
abziehen, zieht ab, zog ab, hat abgezogen	abziehen, zieht ab, zog ab, hat abgezogen		verb	B2+	to take off, withdraw, subtract
Befund	der Befund, -e		der	B2+	result, finding(s)
Niederlande	die Niederlande		die	B2+	the Netherlands
schwanken, schwankt, schwankte, ist geschwankt	schwanken, schwankt, schwankte, ist geschwankt		verb	B2+	to vary
Stoß	der Stoß, -̈e		der	B2+	push, shock
Unsinn	der Unsinn		der	B2+	nonsense
Wahlperiode	die Wahlperiode, -n		die	B2+	term
blockieren, blockiert, blockierte, hat blockiert	blockieren, blockiert, blockierte, hat blockiert		verb	B2+	to block
Defizit	das Defizit, -e		das	B2+	deficit
Dynamik	die Dynamik, -en		die	B2+	dynamics
nirgendwo	nirgendwo		adv	B1	nowhere
umarmen, umarmt, umarmte, hat umarmt	umarmen, umarmt, umarmte, hat umarmt		verb	B1	to embrace
Vernunft	die Vernunft		die	B2+	reason
Anregung	die Anregung, -en		die	B2+	stimulus, idea
Code	der Code, -s		der	B2+	code
jetzig	jetzig		adj	B2+	current
kommunizieren, kommuniziert, kommunizierte, hat kommuniziert	kommunizieren, kommuniziert, kommunizierte, hat kommuniziert		verb	B2+	to communicate
Krebs	der Krebs, -e		der	B2+	cancer
Kühlschrank	der Kühlschrank, -̈e		der	A1	fridge
lächerlich	lächerlich		adj	B2+	ridiculous
Airline	die Airline, -s		die	B2+	airline
Akt	der Akt, -e		der	B2+	act
außerordentlich	außerordentlich		adj	B2+	extraordinary
Empfang	der Empfang, -̈e		der	B2+	reception
minimal	minimal		adj	B1	minimal
Nacken	der Nacken, -		der	B2+	neck
Republikaner	der Republikaner, -		der	B2+	Republican
Rhythmus	der Rhythmus, -en		der	B2+	rhythm
unerwartet	unerwartet		adj	B2+	unexpected
Unterschrift	die Unterschrift, -en		die	A1	signature
anfallen, fällt an, fiel an, hat angefallen	anfallen, fällt an, fiel an, hat angefallen		verb	B2+	to attack, accumulate
Ausfall	der Ausfall, -̈e		der	B2+	failure, breakdown
beantragen, beantragt, beantragte, hat beantragt	beantragen, beantragt, beantragte, hat beantragt		verb	B1	to apply for
daheim	daheim		adv	B2+	at home
Offizier	der Offizier, -e		der	B2+	officer
Protagonist	der Protagonist, -en		der	B2+	protagonist
quälen, quält, quälte, hat gequält	quälen, quält, quälte, hat gequält		verb	B2+	to torment
Strömung	die Strömung, -en		die	B2+	current, trend
überfordern, überfordert, überforderte, hat überfordert	überfordern, überfordert, überforderte, hat überfordert		verb	B2+	to overtax, be too much
dokumentieren, dokumentiert, dokumentierte, hat dokumentiert	dokumentieren, dokumentiert, dokumentierte, hat dokumentiert		verb	B2+	to document
Gliederung	die Gliederung, -en		die	B2+	structure, organization
Kartoffel	die Kartoffel, -n		die	A1	potato
schleichen, schleicht, schlich, ist geschlichen	schleichen, schleicht, schlich, ist geschlichen		verb	B2+	to creep, prowl, sneak
zulegen, legt zu, legte zu, hat zugelegt	zulegen, legt zu, legte zu, hat zugelegt		verb	B2+	to gain, put on, get
Aktionär	der Aktionär, -e		der	B2+	shareholder
auseinandersetzen, setzt auseinander, setzte auseinander, hat auseinandergesetzt	auseinandersetzen, setzt auseinander, setzte auseinander, hat auseinandergesetzt		verb	B2+	to deal with
bestrafen, bestraft, bestrafte, hat bestraft	bestrafen, bestraft, bestrafte, hat bestraft		verb	B1	to punish
einlegen, legt ein, legte ein, hat eingelegt	einlegen, legt ein, legte ein, hat eingelegt		verb	B2+	to put in, insert
erlernen, erlernt, erlernte, hat erlernt	erlernen, erlernt, erlernte, hat erlernt		verb	B2+	to learn
Friedhof	der Friedhof, -̈e		der	B2+	cemetery
materiell	materiell		adj	B2+	financial, material
Produzent	der Produzent, -en		der	B2+	producer
Transparenz	die Transparenz, -en		die	B2+	transparency, clarity
Asylbewerber	der Asylbewerber, -		der	B2+	asylum seeker
Eigentümer	der Eigentümer, -		der	B2+	owner
Fabrik	die Fabrik, -en		die	B1	factory
mutig	mutig		adj	B1	courageous
Stolz	der Stolz		der	B1	pride
sympathisch	sympathisch		adj	A2	sympathetic
Tafel	die Tafel, -n		die	A2	board, table
Transformation	die Transformation, -en		die	B2+	transformation
Uniform	die Uniform, -en		die	B1	uniform
weigern, weigert, weigerte, hat geweigert	weigern (sich), weigert, weigerte, hat geweigert		verb	B2+	to refuse
Akte	die Akte, -n		die	B2+	file
charakterisieren, charakterisiert, charakterisierte, hat charakterisiert	charakterisieren, charakterisiert, charakterisierte, hat charakterisiert		verb	B2+	to characterize
fotografieren, fotografiert, fotografierte, hat fotografiert	fotografieren, fotografiert, fotografierte, hat fotografiert		verb	A2	to photograph
Heft	das Heft, -e		das	A2	notebook
hilfreich	hilfreich		adj	B2+	helpful
kombinieren, kombiniert, kombinierte, hat kombiniert	kombinieren, kombiniert, kombinierte, hat kombiniert		verb	B2+	to combine
königlich	königlich		adj	B2+	royal
Magnetfeld	das Magnetfeld, -er		das	B2+	magnetic field
Mode	die Mode, -n		die	A2	fashion
Schlagzeile	die Schlagzeile, -n		die	B2+	headline, caption
schmutzig	schmutzig		adj	A2	dirty
überziehen, zieht über, zog über, hat übergezogen	überziehen, zieht über, zog über, hat übergezogen		verb	B2+	to cover, put on, overdraw
zumeist	zumeist		adv	B2+	for the most part
gemütlich	gemütlich		adj	B1	comfortable, cozy
Spanier	der Spanier, -		der	B2+	Spaniard
Zeitalter	das Zeitalter, -		das	B2+	age, period
ausstrecken, streckt aus, streckte aus, hat ausgestreckt	ausstrecken, streckt aus, streckte aus, hat ausgestreckt		verb	B2+	to stretch (out)
blass	blass		adj	B1	pale
irritieren, irritiert, irritierte, hat irritiert	irritieren, irritiert, irritierte, hat irritiert		verb	B2+	to irritate, confuse
Jurist	der Jurist, -en		der	B2+	jurist, lawyer
Mission	die Mission, -en		die	B2+	mission
Mitochondrium	das Mitochondrium, -en		das	B2+	mitochondrion
Neuron	das Neuron, -en		das	B2+	neuron
Regulation	die Regulation, -en		die	B2+	regulation
Rücktritt	der Rücktritt, -e		der	B2+	resignation, withdrawal
Schätzung	die Schätzung, -en		die	B2+	estimate, estimation
Entropie	die Entropie, -n		die	B2+	entropy
Gelenk	das Gelenk, -e		das	B2+	joint, hinge
Marktanteil	der Marktanteil, -e		der	B2+	market share
regulieren, reguliert, regulierte, hat reguliert	regulieren, reguliert, regulierte, hat reguliert		verb	B2+	to regulate
Rundfunk	der Rundfunk		der	B2+	broadcast
Teilnahme	die Teilnahme, -n		die	B1	participation
Thermodynamik	die Thermodynamik		die	B2+	thermodynamics
LKW	LKW (Lastkraftwagen)		der	A1	truck
Quatsch	der Quatsch		der	B2+	nonsense
romantisch	romantisch		adj	A2	romantic
Substrat	das Substrat, -e		das	B2+	substrate
erlangen, erlangt, erlangte, hat erlangt	erlangen, erlangt, erlangte, hat erlangt		verb	B2+	to obtain, secure
zumachen, macht zu, machte zu, hat zugemacht	zumachen, macht zu, machte zu, hat zugemacht		verb	A2	to close, shut down
ausstellen, stellt aus, stellte aus, hat ausgestellt	ausstellen, stellt aus, stellte aus, hat ausgestellt		verb	B1	to display, issue, make out
Becken	das Becken, -		das	B2+	pool, pelvis
kreuzen, kreuzt, kreuzte, hat gekreuzt	kreuzen, kreuzt, kreuzte, hat gekreuzt		verb	B2+	to cross
zart	zart		adj	B2+	tender
Zwang	der Zwang, -̈e		der	B2+	force, pressure, compulsion
Engländer	der Engländer, -		der	B2+	Englishman, English
Münze	die Münze, -n		die	B1	coin
Nachrichtenagentur	die Nachrichtenagentur, -en		die	B2+	news agency
seitlich	seitlich		adj	B2+	laterally, at/to the side
Abendessen	das Abendessen, -		das	B2+	dinner
Beobachter	der Beobachter, -		der	B2+	observer
Durchmesser	der Durchmesser, -		der	B2+	diameter
Oper	die Oper, -n		die	B1	opera
satt	satt		adj	B1	full, fed up
SPÖ	SPÖ (Sozialdemokratische Partei Österreichs)		die	B2+	
symbolisch	symbolisch		adj	B2+	symbolic
T-Shirt	das T-Shirt, -s		das	A2	T-shirt
Zerstörung	die Zerstörung, -en		die	B2+	destruction
gestehen, gesteht, gestand, hat gestanden	gestehen, gesteht, gestand, hat gestanden		verb	B2+	to confess
Kerze	die Kerze, -n		die	B1	candle
Konferenz	die Konferenz, -en		die	B1	conference
ländlich	ländlich		adj	B2+	rural
Stadium	das Stadium, -en		das	B2+	stage, phase
Unrecht	das Unrecht		das	B2+	injustice, wrong
Versicherung	die Versicherung, -en		die	B1	insurance, assurance
Wurst	die Wurst, -̈e		die	A2	sausage
anspruchsvoll	anspruchsvoll		adj	B2+	sophisticated
Bedenken	das Bedenken, -		das	B2+	concern, doubt
Cent	der Cent, -		der	B2+	cent
ermorden, ermordet, ermordete, hat ermordet	ermorden, ermordet, ermordete, hat ermordet		verb	B2+	to murder, kill
geometrisch	geometrisch		adj	B2+	geometric
Geschwister	Geschwister		die (pl)	A1	siblings
kleiden, kleidet, kleidete, hat gekleidet	kleiden, kleidet, kleidete, hat gekleidet		verb	B2+	to dress
ragen, ragt, ragte, hat geragt	ragen, ragt, ragte, hat geragt		verb	B2+	to protrude
Staub	der Staub, -̈e		der	B1	dust
unwahrscheinlich	unwahrscheinlich		adj	B2+	improbable, unlikely
au	au		interj	B2+	ouch
aufgreifen, greift auf, griff auf, hat aufgegriffen	aufgreifen, greift auf, griff auf, hat aufgegriffen		verb	B2+	to take up
beauftragen, beauftragt, beauftragte, hat beauftragt	beauftragen, beauftragt, beauftragte, hat beauftragt		verb	B2+	to give sb the task of doing sth, hire (a firm)
Brand	der Brand, -̈e		der	B2+	fire
eindringen, dringt ein, drang ein, ist eingedrungen	eindringen, dringt ein, drang ein, ist eingedrungen		verb	B2+	to enter, penetrate
Erfüllung	die Erfüllung, -en		die	B2+	fulfillment
Examen	das Examen, -ia		das	B2+	exam
Kristall	der Kristall, -e		der	B2+	crystal
partiell	partiell		adj	B2+	partial
Schale	die Schale, -n		die	B2+	bowl
scheißen, scheißt, schiss, hat geschissen	scheißen, scheißt, schiss, hat geschissen		verb	B2+	to shit, crap
Schiedsrichter	der Schiedsrichter, -		der	B2+	referee, judge (in sports)
Tanz	der Tanz, -̈e		der	B1	dance
tippen, tippt, tippte, hat getippt	tippen, tippt, tippte, hat getippt		verb	B1	to tap, type
Universum	das Universum, -en		das	B2+	universe
vernetzen, vernetzt, vernetzte, hat vernetzt	vernetzen, vernetzt, vernetzte, hat vernetzt		verb	B2+	to link, network
vierzehn	vierzehn		num	B2+	fourteen
weitermachen, macht weiter, machte weiter, hat weitergemacht	weitermachen, macht weiter, machte weiter, hat weitergemacht		verb	B2+	to carry on, continue
abhauen, haut ab, hieb ab, hat abgehauen	abhauen, haut ab, hieb ab, hat abgehauen		verb	B2+	to take off, run away
Ablehnung	die Ablehnung, -en		die	B2+	refusal, rejection
Abwehr	die Abwehr		die	B2+	defense
Arsch	der Arsch, -Äe		der	B2+	ass, behind
auskennen, kennt aus, kannte aus, hat ausgekannt	auskennen, kennt aus, kannte aus, hat ausgekannt		verb	B2+	to know one’s way around, be well informed
Globalisierung	die Globalisierung, -en		die	B2+	globalization
Kampagne	die Kampagne, -n		die	B2+	campaign
klauen, klaut, klaute, hat geklaut	klauen, klaut, klaute, hat geklaut		verb	B2+	to steal, shoplift
Rathaus	das Rathaus, -̈er		das	A2	town hall
schwul	schwul		adj	B2+	gay
ablenken, lenkt ab, lenkte ab, hat abgelenkt	ablenken, lenkt ab, lenkte ab, hat abgelenkt		verb	B2+	to distract, deflect
bemerkenswert	bemerkenswert		adj	B2+	remarkable
Camp	das Camp, -s		das	B2+	camp
Daumen	der Daumen, -		der	B2+	thumb
einseitig	einseitig		adj	B2+	one-sided
lauschen, lauscht, lauschte, hat gelauscht	lauschen, lauscht, lauschte, hat gelauscht		verb	B2+	to listen, eavesdrop
nachvollziehen, vollzieht nach, vollzog nach, hat nachvollzogen	nachvollziehen, vollzieht nach, vollzog nach, hat nachvollzogen		verb	B2+	to understand, relate to sth
Nordrhein-Westfalen	Nordrhein-Westfalen		das	B2+	North Rhine-Westphalia
Verstand	der Verstand		der	B2+	reason
zugunsten	zugunsten		prep	B2+	in favor of
anmerken, merkt an, merkte an, hat angemerkt	anmerken, merkt an, merkte an, hat angemerkt		verb	B2+	to remark, notice, let show
bewähren, bewährt, bewährte, hat bewährt	bewähren (sich), bewährt, bewährte, hat bewährt		verb	B2+	to prove (oneself)
bundesweit	bundesweit		adj	B2+	nationwide
durchziehen, zieht durch, zog durch, hat durchgezogen	durchziehen, zieht durch, zog durch, hat durchgezogen		verb	B2+	to see sth through, follow through
erholen, erholt, erholte, hat erholt	erholen (sich), erholt, erholte, hat erholt		verb	B1	to recover, relax
Kohlenstoff	der Kohlenstoff		das	B2+	carbon
Quote	die Quote, -n		die	B2+	rate, quota, ratio
Vorlage	die Vorlage, -n		die	B2+	draft, model, submission
Vorzeichen	das Vorzeichen, -		das	B2+	sign, omen
Zugriff	der Zugriff, -e		der	B2+	access
aromatisch	aromatisch		adj	B2+	aromatic
Grenzwert	der Grenzwert, -e		der	B2+	threshold, limit
Großstadt	die Großstadt, -̈e		die	B2+	large city, metropolis
hervorheben, hebt hervor, hob hervor, hat hervorgehoben	hervorheben, hebt hervor, hob hervor, hat hervorgehoben		verb	B2+	to emphasize, stress
Lokal	das Lokal, -e		das	A1	pub, bar
Mitternacht	die Mitternacht, -̈e		die	B2+	midnight
thermisch	thermisch		adj	B2+	thermal
vermindern, vermindert, verminderte, hat vermindert	vermindern, vermindert, verminderte, hat vermindert		verb	B2+	to reduce, decrease
verwandt	verwandt		adj	B1	related
Beschleunigung	die Beschleunigung, -en		die	B2+	acceleration
Bundespräsident	der Bundespräsident, -en		der	B2+	Federal President
Erfindung	die Erfindung, -en		die	B1	invention
Fliege	die Fliege, -n		die	B2+	fly
Immunsystem	das Immunsystem, -e		das	B2+	immune system
platzen, platzt, platzte, ist geplatzt	platzen, platzt, platzte, ist geplatzt		verb	B2+	to burst, split
Pressekonferenz	die Pressekonferenz, -en		die	B2+	press conference
servieren, serviert, servierte, hat serviert	servieren, serviert, servierte, hat serviert		verb	B2+	to serve
Sessel	der Sessel, -		der	B1	armchair
Strahl	der Strahl, -en		der	B2+	ray, beam
Anwesenheit	die Anwesenheit		die	B2+	presence
Bube	der Bube, -n		der	B2+	boy
Geldpolitik	die Geldpolitik, -en		die	B2+	financial policy
gewissermaßen	gewissermaßen		adv	B2+	so to speak, as it were
Ingenieur	der Ingenieur, -e		der	B1	engineer
Manuskript	das Manuskript, -e		das	B2+	manuscript
Nacherfüllung	die Nacherfüllung		die	B2+	supplementary performance
sachlich	sachlich		adj	B2+	objective, matter-of-fact
Ausschuss	der Ausschuss, -̈e		der	B2+	committee
Mitgliedstaat	der Mitgliedstaat, -en		der	B2+	member state
Spaltung	die Spaltung, -en		die	B2+	split, splitting
Antibiotikum, Antibiotika	das Antibiotikum, die Antibiotika		das	B2+	antibiotic
anweisen, weist an, wies an, hat angewiesen	anweisen, weist an, wies an, hat angewiesen		verb	B2+	to order to do, to instruct, to direct
Ausflug	der Ausflug, -̈e		der	A1	excursion, trip
außergewöhnlich	außergewöhnlich		adj	B2+	unusual, extraordinary
Baustelle	die Baustelle, -n		die	A2	building site, construction site
Index	der Index, -izes		der	B2+	index
Kasten	der Kasten, -̈		der	B1	box, crate
Kölner	Kölner		adj	B2+	Cologne
Pariser	der Pariser, -		der	B2+	Parisian, condom
schimpfen, schimpft, schimpfte, hat geschimpft	schimpfen, schimpft, schimpfte, hat geschimpft		verb	A2	to scold, rant
Sicherung	die Sicherung, -en		die	B2+	protection, fuse
Steigung	die Steigung, -en		die	B2+	ascent, slope
wegnehmen, nimmt weg, nahm weg, hat weggenommen	wegnehmen, nimmt weg, nahm weg, hat weggenommen		verb	B2+	to take away
worum	worum		pron	B1	what about
Balkon	der Balkon, -s		der	A1	balcony
bar	bar		adj	A1	cash
Business	das Business		das	B2+	business
Duell	das Duell, -e		das	B2+	duel
erfreuen, erfreut, erfreute, hat erfreut	erfreuen, erfreut, erfreute, hat erfreut		verb	B2+	to please, delight
erschließen, erschließt, erschloss, hat erschlossen	erschließen, erschließt, erschloss, hat erschlossen		verb	B2+	to develop, tap, make out
Gewehr	das Gewehr, -e		das	B2+	rifle, shotgun
Mittelmeer	das Mittelmeer		das	B2+	Mediterranean See
Tuch	das Tuch, -̈er		das	B1	cloth, scarf
vereinfachen, vereinfacht, vereinfachte, hat vereinfacht	vereinfachen, vereinfacht, vereinfachte, hat vereinfacht		verb	B2+	to simplify
Wende	die Wende, -n		die	B2+	change (esp. the 1989–90 political change in the GDR)
Agentur	die Agentur, -en		die	B2+	agency
Bündnis	das Bündnis, -se		das	B2+	alliance
flüchtig	flüchtig		adj	B2+	fugitive, cursory, fleeting
Geographie	die Geographie, -n		die	B2+	geography
Lebewesen	das Lebewesen, -		das	B2+	living being
Ozean	der Ozean, -e		der	B1	ocean
Pakistan	Pakistan		das	B2+	Pakistan
Rheinland-Pfalz	Rheinland-Pfalz		das	B2+	Rhineland-Palatinate
Sektor	der Sektor, -en		der	B2+	sector
umsonst	umsonst		adv	B1	for free, in vain
verdächtig	verdächtig		adj	B1	suspicious
zuverlässig	zuverlässig		adj	B1	reliable
abheben, hebt ab, hob ab, hat abgehoben	abheben, hebt ab, hob ab, hat abgehoben		verb	B1	to take off, withdraw
alltäglich	alltäglich		adj	B1	daily, usual, ordinary
anbringen, bringt an, brachte an, hat angebracht	anbringen, bringt an, brachte an, hat angebracht		verb	B2+	to affix, attach, put up
entgehen, entgeht, entging, ist entgangen	entgehen, entgeht, entging, ist entgangen		verb	B2+	to avoid, escape
Fortsetzung	die Fortsetzung, -en		die	B1	continuation
lauter	lauter		adv	B2+	nothing but, just, a lot of
Mediziner	der Mediziner, -		der	B2+	doctor, physician
Tunnel	der Tunnel, -		der	B2+	tunnel
Assistent	der Assistent, -en		der	B2+	assistant
Differenzierung	die Differenzierung, -en		die	B2+	differentiation
drastisch	drastisch		adj	B2+	drastic
gleichmäßig	gleichmäßig		adj	B2+	regular, even
hinnehmen, nimmt hin, nahm hin, hat hingenommen	hinnehmen, nimmt hin, nahm hin, hat hingenommen		verb	B2+	to accept
Mexiko	Mexiko		das	B2+	Mexico
Moderne	die Moderne		die	B2+	modern age, modernism
molekular	molekular		adj	B2+	molecular
Nachbarschaft	die Nachbarschaft, -en		die	B2+	neighborhood
Siedepunkt	der Siedepunkt, -e		der	B2+	boiling point
stationär	stationär		adj	B2+	inpatient, fixed, stationary
Taliban	Taliban		die (pl)	B2+	Taliban
brutal	brutal		adj	B2+	brutal
ehrenamtlich	ehrenamtlich		adj	B2+	honorary, voluntary
großzügig	großzügig		adj	B2+	generous
Redaktion	die Redaktion, -en		die	B2+	editorial work, editorial staff
Schweiß	der Schweiß, -e		der	B2+	sweat
Spruch	der Spruch, -̈e		der	B2+	saying, slogan
strikt	strikt		adj	B2+	strict
Befragung	die Befragung, -en		die	B2+	questioning, survey, interview
Einzige	Einzige		der, die	B2+	only one
Eizelle	die Eizelle, -n		die	B2+	ovum, egg cell
fit	fit		adj	B2+	fit
Flüchtlingspolitik	die Flüchtlingspolitik		die	B2+	refugee policy
Haufen	der Haufen, -		der	B2+	heap, pile, load
Infektion	die Infektion, -en		die	B1	infection
Keks	der Keks, -		der	B2+	cookie
Sorte	die Sorte, -n		die	B2+	kind, variety
zueinander	zueinander		adv	B2+	(to) one another
Container	der Container, -		der	B2+	container
gelassen	gelassen		adj	B2+	calm, composed
live	live		adj	B2+	live
Mutation	die Mutation, -en		die	B2+	mutation
sozialistisch	sozialistisch		adj	B2+	socialist
überstehen, übersteht, überstand, hat überstanden	überstehen, übersteht, überstand, hat überstanden		verb	B2+	to overcome, survive
Vermutung	die Vermutung, -en		die	B2+	assumption, presumption
aufspringen, springt auf, sprang auf, ist aufgesprungen	aufspringen, springt auf, sprang auf, ist aufgesprungen		verb	B2+	to jump up/on, burst open
Käse	der Käse, -		der	A2	cheese
losgehen, geht los, ging los, ist losgegangen	losgehen, geht los, ging los, ist losgegangen		verb	B2+	to go off, start
Maul	das Maul, -̈er		das	B2+	mouth, jaws
protestieren, protestiert, protestierte, hat protestiert	protestieren, protestiert, protestierte, hat protestiert		verb	B1	to protest
schämen, schämt, schämte, hat geschämt	schämen (sich), schämt, schämte, hat geschämt		verb	B2+	to be ashamed
Alpen	Alpen		die (pl)	B2+	Alps
Berufung	die Berufung, -en		die	B2+	appeal, vocation, appointment
Einteilung	die Einteilung, -en		die	B2+	classification, division
Eintritt	der Eintritt, -e		der	A1	entry, admission
Geliebte	die Geliebte		der, die	B2+	lover
Gramm	das Gramm, -e		das	B2+	gram
Hüfte	die Hüfte, -n		die	B2+	hip
neulich	neulich		adv	B1	recently, the other day
regelrecht	regelrecht		adj	B2+	proper, real
verankern, verankert, verankerte, hat verankert	verankern, verankert, verankerte, hat verankert		verb	B2+	to anchor, enshrine
Zähler	der Zähler, -		der	B2+	counter, meter, numerator
befriedigen, befriedigt, befriedigte, hat befriedigt	befriedigen, befriedigt, befriedigte, hat befriedigt		verb	B2+	to satisfy
beseitigen, beseitigt, beseitigte, hat beseitigt	beseitigen, beseitigt, beseitigte, hat beseitigt		verb	B2+	to eliminate, clear
Gründer	der Gründer, -		der	B2+	founder
Orchester	das Orchester, -		das	B1	orchestra
regulär	regulär		adj	B2+	regular, normal
Türke	der Türke, -n		der	B2+	Turk
ukrainisch	ukrainisch		adj	B2+	Ukrainian
unterdrücken, unterdrückt, unterdrückte, hat unterdrückt	unterdrücken, unterdrückt, unterdrückte, hat unterdrückt		verb	B2+	to suppress
unterteilen, unterteilt, unterteilte, hat unterteilt	unterteilen, unterteilt, unterteilte, hat unterteilt		verb	B2+	to divide, subdivide, partition
verziehen, verzieht, verzog, hat verzogen	verziehen, verzieht, verzog, hat verzogen		verb	B2+	to distort, twist
Bestellung	die Bestellung, -en		die	B2+	order, reservation
einschließlich	einschließlich		prep	B1	including
Glied	das Glied, -er		das	B2+	limb, joint, link
Migration	die Migration, -en		die	B1	migration
Roboter	der Roboter, -		der	B2+	robot
Bitte	die Bitte, -n		die	A1	request
Blüte	die Blüte, -n		die	B2+	blossom
elektromagnetisch	elektromagnetisch		adj	B2+	electromagnetic
inmitten	inmitten		adv	B2+	in the middle/midst of
abschließend	abschließend		adv	B2+	concluding, final
aufschlagen, schlägt auf, schlug auf, hat aufgeschlagen	aufschlagen, schlägt auf, schlug auf, hat aufgeschlagen		verb	B2+	to open, serve, pitch
Glocke	die Glocke, -n		die	B2+	bell
Informatik	die Informatik		die	B2+	computer science
Niederschlag	der Niederschlag, -̈e		der	B2+	precipitation, rainfall
örtlich	örtlich		adj	B2+	local
streifen, streift, streifte, hat gestreift	streifen, streift, streifte, hat gestreift		verb	B2+	to touch, brush
Topf	der Topf, -̈e		der	A2	pot
Enttäuschung	die Enttäuschung, -en		die	B1	disappointment
ernähren, ernährt, ernährte, hat ernährt	ernähren, ernährt, ernährte, hat ernährt		verb	B1	to feed, nourish, support
prominent	prominent		adj	B2+	prominent
Sowjetunion	die Sowjetunion		die	B2+	Soviet Union
afrikanisch	afrikanisch		adj	B2+	African
Beschränkung	die Beschränkung, -en		die	B2+	restriction
Genehmigung	die Genehmigung, -en		die	B2+	approval, permit, permission
Lampe	die Lampe, -n		die	A2	lamp
Moral	die Moral, -en		die	B2+	moral
philosophisch	philosophisch		adj	B2+	philosophical
verständigen, verständigt, verständigte, hat verständigt	verständigen (sich), verständigt, verständigte, hat verständigt		verb	B2+	to notify, communicate
Willenserklärung	die Willenserklärung, -en		die	B2+	declaration of intent
zweifeln, zweifelt, zweifelte, hat gezweifelt	zweifeln, zweifelt, zweifelte, hat gezweifelt		verb	B1	to doubt
andauern, dauert an, dauerte an, hat angedauert	andauern, dauert an, dauerte an, hat angedauert		verb	B2+	to continue, last
aufrichten, richtet auf, richtete auf, hat aufgerichtet	aufrichten (sich), richtet auf, richtete auf, hat aufgerichtet		verb	B2+	to put up (right), straighten up
auslaufen, läuft aus, lief aus, ist ausgelaufen	auslaufen, läuft aus, lief aus, ist ausgelaufen		verb	B2+	to run out, leak
einverstanden	einverstanden		adj	B1	(to be) in agreement
fachlich	fachlich		adj	B2+	specialist, technical, professional
Märchen	das Märchen, -		das	B2+	fairy tale
Regime	das Regime, -		das	B2+	regime
Schädel	der Schädel, -		der	B2+	skull, head
spezialisieren, spezialisiert, spezialisierte, hat spezialisiert	spezialisieren, spezialisiert, spezialisierte, hat spezialisiert		verb	B2+	to specialize
variieren, variiert, variierte, hat variiert	variieren, variiert, variierte, hat variiert		verb	B2+	to vary
Löwe	der Löwe, -n		der	B2+	lion
Operator	der Operator, -en		der	B2+	operator
Partnerschaft	die Partnerschaft, -en		die	B2+	partnership
Pfund	das Pfund, -e		das	B2+	pound
